id,yield
16844,6574.18247
16845,3447.0821
16846,7303.58812
16847,6919.34518
16848,4323.93099
16849,5462.13394
16850,6731.61844
16851,5663.06579
16852,7945.18784
16853,6412.47345
16854,7340.46077
16855,7340.46077
16856,7660.88604
16857,3519.43131
16858,5527.42503
16859,5347.71894
16860,4125.75712
16861,7357.3589
16862,7417.81497
16863,7861.46538
16864,8013.62631
16865,8357.06722
16866,7510.79057
16867,3923.90628
16868,3139.43255
16869,5004.15434
16870,3900.34404
16871,6475.89456
16872,5424.12351
16873,6102.76282
16874,6569.24967
16875,6239.53349
16876,6702.78038
16877,7303.58812
16878,6058.64876
16879,6746.4546
16880,5722.57676
16881,6691.04322
16882,6461.67087
16883,8090.41713
16884,6821.8081
16885,7016.89385
16886,6422.92209
16887,5852.8742
16888,6400.02221
16889,7369.68559
16890,4745.46028
16891,5569.13925
16892,6370.89887
16893,4952.9856
16894,5535.05665
16895,5291.89688
16896,4418.44126
16897,6757.07366
16898,4393.52743
16899,7732.22522
16900,5862.80545
16901,6226.28514
16902,6146.83152
16903,6929.5548
16904,5296.61109
16905,8157.23694
16906,6015.22456
16907,4125.75712
16908,7136.98445
16909,5455.11891
16910,7521.71436
16911,7608.62182
16912,6058.64876
16913,5018.45303
16914,4936.36477
16915,3998.05416
16916,5746.77703
16917,6037.68613
16918,5605.221
16919,7175.06898
16920,3238.02815
16921,6663.00068
16922,6443.2569
16923,3182.69865
16924,2946.92602
16925,3983.09785
16926,3712.99786
16927,3626.36653
16928,7267.28344
16929,6109.85047
16930,5360.87391
16931,4460.91457
16932,6806.49269
16933,6770.23332
16934,4503.16186
16935,5446.69747
16936,5711.85174
16937,5695.56442
16938,5356.87186
16939,7243.22611
16940,7303.58812
16941,3723.52338
16942,5313.37828
16943,6079.08526
16944,4813.45285
16945,5663.06579
16946,5597.02216
16947,6598.85404
16948,7048.87072
16949,6190.66597
16950,3748.46547
16951,7554.4683
16952,6708.24129
16953,4590.82334
16954,5178.27031
16955,5931.7528
16956,5781.85965
16957,6941.82413
16958,6187.95188
16959,7107.60976
16960,5674.02852
16961,7369.68559
16962,7041.38018
16963,6621.25081
16964,3511.5379
16965,6202.32702
16966,5063.85109
16967,7107.60976
16968,6493.25828
16969,6292.42962
16970,5524.14541
16971,7451.72563
16972,5811.21147
16973,5828.73212
16974,5330.63134
16975,7554.4683
16976,7369.68559
16977,6929.5548
16978,6325.26613
16979,4870.62537
16980,6598.85404
16981,7895.0208
16982,7215.40971
16983,6475.89456
16984,5954.51315
16985,8157.23694
16986,5178.27031
16987,7267.28344
16988,4016.3616
16989,5735.13303
16990,6620.09877
16991,4016.3616
16992,4393.52743
16993,5336.97473
16994,6239.53349
16995,4079.91244
16996,6862.90839
16997,5632.45917
16998,4503.16186
16999,7399.87589
17000,6347.56076
17001,6180.95142
17002,7669.81182
17003,6941.82413
17004,4952.9856
17005,6994.24801
17006,5439.4215
17007,3436.49354
17008,4068.35066
17009,5767.17836
17010,7765.25632
17011,5665.2196
17012,7897.9319
17013,3923.90628
17014,5492.81699
17015,7479.93417
17016,6539.11085
17017,7222.00462
17018,6226.28514
17019,6608.90751
17020,7080.04004
17021,7152.13259
17022,6315.23321
17023,5911.49359
17024,7028.6735
17025,5807.00693
17026,4560.22361
17027,5403.69852
17028,5596.22636
17029,6691.04322
17030,7536.09687
17031,4920.13663
17032,6071.2289
17033,7706.88137
17034,5605.221
17035,7706.88137
17036,3269.27176
17037,7127.16457
17038,6645.56998
17039,4228.81888
17040,6109.85047
17041,6779.98166
17042,6645.56998
17043,6880.7759
17044,6443.2569
17045,6482.70572
17046,4745.46028
17047,4924.35736
17048,6125.69538
17049,6919.34518
17050,5628.8828
17051,6842.76056
17052,6554.97686
17053,8175.45619
17054,5291.89688
17055,7423.46988
17056,6135.69998
17057,5837.21503
17058,4016.3616
17059,5791.45673
17060,7706.88137
17061,4936.36477
17062,5628.71053
17063,7399.87589
17064,7243.22611
17065,6941.82413
17066,5575.39447
17067,6529.98232
17068,7101.75783
17069,5291.89688
17070,4641.00151
17071,8211.0795
17072,7340.46077
17073,6374.4443
17074,7381.97333
17075,6836.39728
17076,6772.93347
17077,6608.04163
17078,6394.07791
17079,5755.70016
17080,5203.87681
17081,5544.62172
17082,2946.92602
17083,5781.85965
17084,5700.24324
17085,6443.2569
17086,6412.47345
17087,5794.89185
17088,5781.85965
17089,7267.28344
17090,4323.93099
17091,6180.95142
17092,6583.45789
17093,7415.89441
17094,8064.73881
17095,6347.56076
17096,6564.9583
17097,4068.35066
17098,7301.10622
17099,5347.71894
17100,7998.35059
17101,4489.22384
17102,6528.79888
17103,6397.35569
17104,4125.75712
17105,7013.00281
17106,7267.28344
17107,7541.6674
17108,4850.03746
17109,6109.85047
17110,8212.79289
17111,4162.76156
17112,7616.70599
17113,6628.76363
17114,4476.81146
17115,5711.85174
17116,5336.97473
17117,5313.37828
17118,6564.9583
17119,4100.75917
17120,5033.68556
17121,5428.10602
17122,5556.3746
17123,7357.3589
17124,5322.84043
17125,5722.57676
17126,6887.46649
17127,6451.10052
17128,3049.26032
17129,4888.50303
17130,7761.15796
17131,7588.36096
17132,6731.61844
17133,6093.31527
17134,7738.88171
17135,5674.02852
17136,3866.79896
17137,5124.8549
17138,7235.77564
17139,7411.17457
17140,6198.06496
17141,5746.77703
17142,8247.52116
17143,6392.35667
17144,6696.23571
17145,5732.24032
17146,5767.17836
17147,6325.26613
17148,5429.68161
17149,7340.46077
17150,6795.88187
17151,6941.82413
17152,3139.43255
17153,7502.24389
17154,4218.32799
17155,6903.87339
17156,6443.2569
17157,5837.21503
17158,7381.97333
17159,6898.39095
17160,5596.22636
17161,6079.08526
17162,5566.52275
17163,6376.66256
17164,3866.79896
17165,5817.18527
17166,6451.10052
17167,5811.21147
17168,7532.82953
17169,7558.00588
17170,5085.84473
17171,6202.32702
17172,8318.79889
17173,7284.81478
17174,4503.16186
17175,6109.85047
17176,7380.6338
17177,5291.89688
17178,6589.27898
17179,6475.89456
17180,5514.66748
17181,6898.39095
17182,6263.80788
17183,3712.99786
17184,3519.43131
17185,7085.06308
17186,5402.48408
17187,7532.82953
17188,5042.64034
17189,4905.49871
17190,7206.90196
17191,7198.42285
17192,3238.02815
17193,7215.40971
17194,5424.12351
17195,5548.12201
17196,5225.16307
17197,6226.28514
17198,5663.06579
17199,7317.95104
17200,5663.06579
17201,2688.02883
17202,4710.85865
17203,6554.97686
17204,6451.10052
17205,4203.02762
17206,7222.00462
17207,5086.60991
17208,4245.28573
17209,4641.00151
17210,4802.6043
17211,5996.07855
17212,5811.21147
17213,6830.96605
17214,4162.76156
17215,5482.0813
17216,7502.24389
17217,6361.48951
17218,8104.93497
17219,4282.70063
17220,4710.85865
17221,4493.64409
17222,6263.80788
17223,7293.53617
17224,6852.97971
17225,4694.60819
17226,6731.61844
17227,7804.62795
17228,4503.16186
17229,7293.53617
17230,4808.60902
17231,6180.95142
17232,4282.70063
17233,8211.0795
17234,7243.22611
17235,7637.63338
17236,6994.24801
17237,5746.77703
17238,6146.83152
17239,6376.66256
17240,7541.6674
17241,5124.8549
17242,6638.65649
17243,3447.0821
17244,5637.9843
17245,7626.61733
17246,5649.03716
17247,6830.96605
17248,5791.45673
17249,7267.28344
17250,3238.02815
17251,6202.32702
17252,6621.25081
17253,4546.78674
17254,5649.03716
17255,6301.03442
17256,6093.31527
17257,4641.00151
17258,6500.09778
17259,5996.07855
17260,5902.33288
17261,7878.81768
17262,5575.39447
17263,4460.91457
17264,5291.89688
17265,5632.45917
17266,3501.17992
17267,4203.02762
17268,5061.72061
17269,7541.6674
17270,6958.17479
17271,3900.34404
17272,7715.81088
17273,4768.59437
17274,6589.27898
17275,5462.13394
17276,4641.00151
17277,6808.26361
17278,5852.8742
17279,3631.90544
17280,3968.33018
17281,6079.08526
17282,7434.34904
17283,4218.32799
17284,7136.98445
17285,7013.00281
17286,4357.82292
17287,8134.72655
17288,6754.44894
17289,7005.0386
17290,7207.4203
17291,6202.32702
17292,6328.89332
17293,6033.77856
17294,5596.22636
17295,4057.55521
17296,7660.88604
17297,7858.68558
17298,7479.93417
17299,7434.34904
17300,7417.81497
17301,7284.81478
17302,5954.51315
17303,7270.31832
17304,4802.6043
17305,7914.17118
17306,6451.10052
17307,6687.25926
17308,7236.09025
17309,4062.73953
17310,4888.50303
17311,6929.5548
17312,6202.32702
17313,5817.18527
17314,6870.34212
17315,5934.01088
17316,3626.36653
17317,8307.38018
17318,6155.89609
17319,5605.221
17320,5367.61826
17321,5566.52275
17322,5663.06579
17323,7399.87589
17324,6608.04163
17325,3139.43255
17326,6060.64149
17327,7293.53617
17328,5453.99382
17329,4418.44126
17330,3784.11935
17331,6475.89456
17332,4200.97375
17333,5439.4215
17334,3998.05416
17335,6461.67087
17336,6770.23332
17337,8013.62631
17338,5429.68161
17339,7529.17505
17340,5898.01573
17341,5086.60991
17342,7381.97333
17343,5735.13303
17344,5388.50369
17345,6514.63899
17346,2384.72892
17347,4248.35505
17348,4684.89321
17349,4999.15621
17350,4503.16186
17351,4673.38052
17352,6909.43
17353,6180.95142
17354,8211.0795
17355,4203.02762
17356,5916.86224
17357,6422.92209
17358,6960.10751
17359,7267.28344
17360,2452.68075
17361,4042.84264
17362,6226.28514
17363,7560.20565
17364,6717.44627
17365,5575.39447
17366,5831.7066
17367,7322.60914
17368,6848.62622
17369,5735.13303
17370,5205.3203
17371,6626.50685
17372,3662.18313
17373,6898.39095
17374,4710.85865
17375,7626.61733
17376,6554.97686
17377,6461.67087
17378,5552.72387
17379,5291.89688
17380,6422.92209
17381,6539.11085
17382,5453.99382
17383,4254.82514
17384,5628.71053
17385,8157.23694
17386,6475.89456
17387,4320.87416
17388,5686.12196
17389,4100.75917
17390,3494.94296
17391,7284.81478
17392,3900.34404
17393,6461.67087
17394,4568.67217
17395,7357.3589
17396,5360.87391
17397,5747.56017
17398,3447.0821
17399,5482.0813
17400,7044.56761
17401,6254.82922
17402,7588.36096
17403,4644.60117
17404,6848.62622
17405,5686.12196
17406,5439.4215
17407,7483.73632
17408,5684.14351
17409,7357.3589
17410,6072.83443
17411,4696.44394
17412,3941.25512
17413,7510.79057
17414,7207.4203
17415,2452.68075
17416,6281.91711
17417,6292.42962
17418,3866.79896
17419,6157.05484
17420,7198.42285
17421,7215.40971
17422,5399.86113
17423,5548.12201
17424,6846.00686
17425,6770.23332
17426,4320.87416
17427,5735.13303
17428,7417.81497
17429,7800.50128
17430,5772.91016
17431,5305.74363
17432,5837.21503
17433,6870.34212
17434,6254.65511
17435,4350.42467
17436,7117.95038
17437,3764.31973
17438,4590.82334
17439,3998.05416
17440,6708.24129
17441,6461.67087
17442,6306.55062
17443,4489.22384
17444,6226.28514
17445,8284.85461
17446,5552.72387
17447,6400.02221
17448,5356.87186
17449,6299.22636
17450,7317.95104
17451,6422.92209
17452,5424.12351
17453,6702.78038
17454,8104.93497
17455,7548.34706
17456,6514.63899
17457,6226.28514
17458,5830.48855
17459,4079.91244
17460,5722.57676
17461,7270.31832
17462,5429.68161
17463,7150.9817
17464,5424.12351
17465,3837.51296
17466,6318.70872
17467,7048.87072
17468,5739.68029
17469,5750.88107
17470,8013.62631
17471,4813.45285
17472,3813.16579
17473,5462.13394
17474,7502.24389
17475,5601.20531
17476,6279.3385
17477,7270.31832
17478,6093.31527
17479,3373.43684
17480,8109.2305
17481,5729.71505
17482,5496.08506
17483,7451.72563
17484,6663.00068
17485,6467.65476
17486,6347.56076
17487,6539.11085
17488,4888.50303
17489,5428.10602
17490,6529.98232
17491,6752.17704
17492,6299.22636
17493,4644.60117
17494,6480.80815
17495,6109.85047
17496,6717.44627
17497,5424.12351
17498,7690.1749
17499,6683.20061
17500,7270.31832
17501,5424.12351
17502,6335.29639
17503,6554.97686
17504,8711.20896
17505,5711.85174
17506,6376.66256
17507,4057.55521
17508,6862.90839
17509,3182.69865
17510,4125.75712
17511,6880.7759
17512,5605.221
17513,4802.6043
17514,4768.59437
17515,3626.36653
17516,5882.96562
17517,3519.43131
17518,7016.89385
17519,6180.95142
17520,4350.42467
17521,4696.44394
17522,7861.46538
17523,6274.93484
17524,5234.74696
17525,6821.8081
17526,6277.16867
17527,6626.50685
17528,7284.81478
17529,6514.63899
17530,4203.02762
17531,6361.48951
17532,6400.02221
17533,5772.91016
17534,6412.47345
17535,6335.29639
17536,6202.32702
17537,4418.44126
17538,8175.45619
17539,4546.78674
17540,6202.32702
17541,5862.80545
17542,4125.75712
17543,5628.8828
17544,6306.55062
17545,6503.27204
17546,6992.82314
17547,5552.72387
17548,5700.24324
17549,5892.161
17550,3680.56025
17551,4936.36477
17552,6157.05484
17553,8743.52098
17554,6182.75087
17555,5381.27266
17556,3662.18313
17557,6347.56076
17558,6443.2569
17559,5772.91016
17560,4254.82514
17561,4768.59437
17562,5605.221
17563,6335.29639
17564,5136.93247
17565,8013.62631
17566,5575.39447
17567,5852.8742
17568,6226.28514
17569,8173.5891
17570,5504.75083
17571,5046.45734
17572,4968.60117
17573,6235.45278
17574,6320.23893
17575,5602.02293
17576,4179.18592
17577,5773.62581
17578,6255.89064
17579,5439.4215
17580,6202.32702
17581,5492.81699
17582,6948.2288
17583,4418.44126
17584,6135.69998
17585,7267.28344
17586,6392.35667
17587,7369.68559
17588,5063.85109
17589,8357.06722
17590,5739.68029
17591,5548.12201
17592,8086.38881
17593,8175.45619
17594,3471.19214
17595,4853.8076
17596,7163.9441
17597,8408.38341
17598,6779.98166
17599,7222.00462
17600,5514.66748
17601,3784.11935
17602,7163.9441
17603,5794.89185
17604,5732.24032
17605,4418.44126
17606,5462.13394
17607,6155.89609
17608,6299.22636
17609,4899.11899
17610,5246.52146
17611,5882.96562
17612,6687.25926
17613,7626.61733
17614,7284.81478
17615,6909.43
17616,4356.94587
17617,7241.37053
17618,4476.81146
17619,6979.32479
17620,7604.31584
17621,3519.43131
17622,6852.97971
17623,6422.92209
17624,5042.64034
17625,6539.11085
17626,5575.39447
17627,6117.4759
17628,6461.67087
17629,5597.02216
17630,6615.69006
17631,6260.47363
17632,6249.47082
17633,5527.42503
17634,6347.56076
17635,5628.8828
17636,5205.3203
17637,6860.39643
17638,5674.02852
17639,5150.94289
17640,3866.79896
17641,7322.60914
17642,5496.08506
17643,6251.61184
17644,7761.15796
17645,6034.64214
17646,7765.25632
17647,7415.89441
17648,6331.86722
17649,4254.82514
17650,4590.82334
17651,5964.79111
17652,3139.43255
17653,7041.38018
17654,8247.52116
17655,6683.20061
17656,6543.97182
17657,4179.18592
17658,5033.68556
17659,5498.46022
17660,6929.5548
17661,7181.42522
17662,5501.87808
17663,3494.94296
17664,2384.72892
17665,4068.35066
17666,5772.91016
17667,5178.27031
17668,7381.97333
17669,5781.85965
17670,3387.78516
17671,4999.15621
17672,5236.03334
17673,6979.32479
17674,5663.06579
17675,4340.82151
17676,7136.98445
17677,6540.10545
17678,7628.6476
17679,5852.8742
17680,6514.63899
17681,4254.82514
17682,4393.52743
17683,5597.02216
17684,6226.28514
17685,7241.37053
17686,5291.89688
17687,6335.29639
17688,6770.23332
17689,7825.87492
17690,7317.95104
17691,3139.43255
17692,5462.13394
17693,4387.74185
17694,6202.32702
17695,4546.78674
17696,8307.38018
17697,7548.34706
17698,3396.72989
17699,6331.86722
17700,5085.84473
17701,4079.91244
17702,4336.10096
17703,7290.10652
17704,5663.06579
17705,4387.74185
17706,6226.28514
17707,6020.87569
17708,4056.83427
17709,6244.19576
17710,3998.05416
17711,6958.17479
17712,6443.2569
17713,7243.22611
17714,6482.70572
17715,7441.50942
17716,6958.17479
17717,6202.32702
17718,6327.47736
17719,7771.01027
17720,7236.09025
17721,6146.83152
17722,7555.17159
17723,4042.84264
17724,6187.95188
17725,7080.04004
17726,6677.62443
17727,6093.31527
17728,6443.2569
17729,6663.00068
17730,7732.22522
17731,3708.20502
17732,7575.80124
17733,7222.00462
17734,4167.45124
17735,6948.2288
17736,6757.07366
17737,6235.45278
17738,7529.17505
17739,6514.63899
17740,6443.2569
17741,6443.2569
17742,7150.9817
17743,6619.84695
17744,7434.34904
17745,4079.91244
17746,5291.89688
17747,5299.66133
17748,5569.13925
17749,3662.18313
17750,7406.90248
17751,7048.87072
17752,3708.20502
17753,5367.61826
17754,7005.0386
17755,6643.9019
17756,6696.23571
17757,4850.03746
17758,7369.68559
17759,6539.11085
17760,5246.52146
17761,7399.87589
17762,6887.46649
17763,6589.27898
17764,3968.33018
17765,7608.62182
17766,5773.62581
17767,7706.88137
17768,6376.66256
17769,6347.56076
17770,5628.71053
17771,6683.20061
17772,6412.47345
17773,5395.33158
17774,6821.8081
17775,7907.24067
17776,5750.88107
17777,7219.76039
17778,4387.74185
17779,5964.79111
17780,6400.02221
17781,7322.60914
17782,7483.73632
17783,7243.22611
17784,5777.3754
17785,6852.97971
17786,7107.60976
17787,5033.68556
17788,7732.22522
17789,7163.9441
17790,4079.91244
17791,7510.79057
17792,4163.82304
17793,8173.5891
17794,5695.56442
17795,5575.39447
17796,7761.15796
17797,6708.24129
17798,7690.1749
17799,6226.28514
17800,6717.44627
17801,4802.6043
17802,7639.54789
17803,3764.31973
17804,2688.02883
17805,7041.38018
17806,3662.18313
17807,6735.24371
17808,5439.4215
17809,6643.9019
17810,6475.89456
17811,6770.23332
17812,5124.8549
17813,5455.11891
17814,5531.35174
17815,4667.72494
17816,7878.81768
17817,6615.69006
17818,6898.39095
17819,7457.50606
17820,7521.71436
17821,5628.71053
17822,6638.65649
17823,5715.0084
17824,7117.95038
17825,5767.17836
17826,6226.28514
17827,5205.3203
17828,6779.98166
17829,5192.88315
17830,6520.8976
17831,6226.28514
17832,5715.0084
17833,7415.89441
17834,5085.84473
17835,7085.06308
17836,7690.1749
17837,6526.98819
17838,7340.46077
17839,4051.55129
17840,6263.80788
17841,6746.4546
17842,5837.21503
17843,6292.42962
17844,5862.80545
17845,7184.01384
17846,7570.60862
17847,5336.97473
17848,4641.00151
17849,5531.35174
17850,6299.22636
17851,7804.62795
17852,7369.68559
17853,7241.37053
17854,6180.95142
17855,7443.62446
17856,4303.94303
17857,6942.3963
17858,4290.96488
17859,6708.24129
17860,5377.27086
17861,6554.97686
17862,4232.76231
17863,7778.34916
17864,4813.45285
17865,7297.7321
17866,5675.72149
17867,7998.35059
17868,7669.81182
17869,5514.66748
17870,5439.4215
17871,5322.84043
17872,6157.05484
17873,7457.50606
17874,3519.43131
17875,2379.90521
17876,6842.76056
17877,5876.96001
17878,6735.24371
17879,7457.50606
17880,5424.12351
17881,5663.06579
17882,7243.22611
17883,6920.08427
17884,7028.6735
17885,5811.21147
17886,6779.98166
17887,8318.79889
17888,5674.02852
17889,6475.89456
17890,6869.7776
17891,7136.98445
17892,5628.8828
17893,5746.77703
17894,6569.24967
17895,7219.76039
17896,5882.96562
17897,4079.91244
17898,6180.95142
17899,4010.55215
17900,6315.23321
17901,7483.73632
17902,6799.72918
17903,5647.71226
17904,4587.38557
17905,6475.89456
17906,7317.95104
17907,4010.55215
17908,7322.60914
17909,7270.31832
17910,5718.40817
17911,7284.81478
17912,5750.88107
17913,5033.68556
17914,5898.01573
17915,6109.85047
17916,6400.02221
17917,6392.35667
17918,5377.27086
17919,3447.0821
17920,7626.61733
17921,4433.53697
17922,5643.36045
17923,7639.54789
17924,7357.3589
17925,4200.97375
17926,6449.04157
17927,6528.79888
17928,5966.71128
17929,6521.29112
17930,4200.97375
17931,6801.32393
17932,4357.82292
17933,7198.42285
17934,7340.46077
17935,7502.24389
17936,6687.25926
17937,6251.61184
17938,5971.39402
17939,2605.69676
17940,5403.69852
17941,7243.22611
17942,5428.10602
17943,5462.13394
17944,2825.00374
17945,3049.39771
17946,3948.98691
17947,5605.221
17948,7576.39253
17949,7517.44077
17950,5524.14541
17951,8263.28974
17952,5330.63134
17953,6821.8081
17954,6482.70572
17955,5504.75083
17956,7150.9817
17957,5333.87334
17958,5636.30874
17959,5920.48718
17960,5767.17836
17961,4433.53697
17962,7222.00462
17963,7290.10652
17964,5455.11891
17965,6717.44627
17966,3720.71159
17967,7895.0208
17968,6443.2569
17969,5556.3746
17970,6846.00686
17971,7554.4683
17972,6155.89609
17973,4042.84264
17974,4898.83586
17975,3804.61017
17976,6691.04322
17977,7510.79057
17978,5495.36535
17979,5178.27031
17980,4867.94772
17981,6361.48951
17982,5772.91016
17983,4290.96488
17984,7565.21124
17985,7181.42522
17986,6347.56076
17987,6325.26613
17988,5246.52146
17989,5313.37828
17990,6146.83152
17991,4489.22384
17992,6400.02221
17993,5686.12196
17994,7215.40971
17995,6795.88187
17996,4357.82292
17997,5686.12196
17998,7317.95104
17999,3937.91539
18000,6717.44627
18001,4079.91244
18002,3447.0821
18003,6806.49269
18004,4100.75917
18005,8173.5891
18006,5834.98164
18007,3385.148
18008,4641.00151
18009,7457.50606
18010,4112.89349
18011,3447.0821
18012,3471.19214
18013,6826.20873
18014,7317.95104
18015,4167.45124
18016,6529.98232
18017,7800.50128
18018,4684.89321
18019,4356.94587
18020,5772.91016
18021,3895.62684
18022,6361.48951
18023,7198.42285
18024,5347.71894
18025,5296.61109
18026,5755.70016
18027,6929.5548
18028,3911.42225
18029,6461.67087
18030,7215.40971
18031,7479.93417
18032,5628.71053
18033,6475.89456
18034,5381.27266
18035,7041.38018
18036,7835.76779
18037,7878.81768
18038,7399.87589
18039,6628.76363
18040,6543.97182
18041,7198.42285
18042,6301.03442
18043,5684.14351
18044,5446.69747
18045,4254.82514
18046,5482.0813
18047,3723.52338
18048,5696.02606
18049,5596.22636
18050,4125.75712
18051,6869.7776
18052,4952.9856
18053,4740.01505
18054,5462.13394
18055,7914.17118
18056,6037.68613
18057,6449.04157
18058,5402.48408
18059,6862.90839
18060,3631.90544
18061,6467.65476
18062,5381.27266
18063,6524.29532
18064,7715.81088
18065,7608.62182
18066,6898.39095
18067,3238.02815
18068,5781.85965
18069,7380.6338
18070,5403.69852
18071,6862.90839
18072,5711.85174
18073,6254.82922
18074,4673.38052
18075,6451.10052
18076,4323.93099
18077,6030.98074
18078,5367.61826
18079,8175.45619
18080,6752.17704
18081,3748.46547
18082,7800.50128
18083,4930.61903
18084,8284.85461
18085,4203.02762
18086,3866.79896
18087,8134.72655
18088,4125.75712
18089,6862.90839
18090,4789.59697
18091,6887.46649
18092,7013.00281
18093,4745.46028
18094,3626.36653
18095,3436.49354
18096,4010.55215
18097,4644.60117
18098,6318.70872
18099,7825.87492
18100,5192.88315
18101,6150.84205
18102,6626.50685
18103,3447.0821
18104,8064.73881
18105,5492.81699
18106,6986.80996
18107,5504.75083
18108,6093.31527
18109,5299.66133
18110,6574.18247
18111,6795.88187
18112,7150.9817
18113,4418.44126
18114,7835.76779
18115,4387.74185
18116,7825.87492
18117,5246.52146
18118,7575.80124
18119,5628.71053
18120,5647.71226
18121,6520.8976
18122,4641.00151
18123,7284.81478
18124,6102.76282
18125,6097.44285
18126,4913.22292
18127,4546.78674
18128,6717.44627
18129,3662.18313
18130,4945.79443
18131,7825.87492
18132,7628.6476
18133,5498.58395
18134,6757.07366
18135,6772.93347
18136,7317.95104
18137,5569.13925
18138,3502.08292
18139,6621.25081
18140,4745.46028
18141,6862.90839
18142,7400.77538
18143,4920.13663
18144,6422.92209
18145,6520.8976
18146,5455.11891
18147,6328.89332
18148,5336.97473
18149,6202.32702
18150,7322.60914
18151,4745.46028
18152,6717.44627
18153,6779.98166
18154,3826.17226
18155,7660.88604
18156,6992.82314
18157,4999.15621
18158,5628.71053
18159,6663.00068
18160,7604.31584
18161,6608.90751
18162,6443.2569
18163,4737.63925
18164,6770.23332
18165,4010.55215
18166,4393.52743
18167,7423.46988
18168,7969.02575
18169,5663.06579
18170,5628.8828
18171,7357.3589
18172,6180.95142
18173,4179.18592
18174,8134.72655
18175,5566.52275
18176,7381.97333
18177,7884.56772
18178,5773.62581
18179,5695.56442
18180,8254.12654
18181,7406.90248
18182,7107.60976
18183,6226.28514
18184,7369.68559
18185,6826.20873
18186,3471.19214
18187,7969.02575
18188,6277.16867
18189,5556.37228
18190,3496.35236
18191,6795.88187
18192,6306.55062
18193,4705.62653
18194,8157.23694
18195,5601.20531
18196,6202.32702
18197,6260.47363
18198,6361.48951
18199,7825.87492
18200,8166.59786
18201,5722.57676
18202,5544.62172
18203,8263.28974
18204,5154.97591
18205,3385.148
18206,8211.0795
18207,7028.6735
18208,7556.10991
18209,6263.80788
18210,6331.86722
18211,6150.84205
18212,4433.53697
18213,4590.82334
18214,6770.23332
18215,3866.79896
18216,5632.45917
18217,7243.22611
18218,6135.69998
18219,5948.11447
18220,3519.43131
18221,8212.79289
18222,6135.69998
18223,4503.16186
18224,7181.42522
18225,5217.13976
18226,6409.14001
18227,4290.96488
18228,5388.50369
18229,5739.68029
18230,6598.85404
18231,6093.31527
18232,4125.75712
18233,7270.31832
18234,7270.31832
18235,5305.74363
18236,7340.46077
18237,3519.43131
18238,5291.89688
18239,5556.3746
18240,5750.88107
18241,4590.82334
18242,6281.91711
18243,4112.89349
18244,5482.0813
18245,4913.22292
18246,6643.9019
18247,4254.82514
18248,4920.13663
18249,4952.01304
18250,7793.44206
18251,6564.9583
18252,7270.31832
18253,7122.49056
18254,4016.3616
18255,8263.28974
18256,6475.89456
18257,7502.24389
18258,6503.27204
18259,7322.60914
18260,7152.13259
18261,5388.50369
18262,5154.97591
18263,6757.07366
18264,4740.01505
18265,4769.31827
18266,4357.82292
18267,6325.26613
18268,6919.34518
18269,7903.51351
18270,5534.80494
18271,6180.95142
18272,5628.71053
18273,6543.97182
18274,5605.221
18275,6638.65649
18276,3764.31973
18277,7222.00462
18278,7303.58812
18279,7243.22611
18280,5791.45673
18281,4057.55521
18282,8212.79289
18283,8157.23694
18284,5455.11891
18285,7085.06308
18286,8134.72655
18287,6347.56076
18288,7423.46988
18289,7690.1749
18290,7639.54789
18291,5086.60991
18292,8211.0795
18293,6564.9583
18294,6125.69538
18295,4290.96488
18296,6580.39696
18297,6860.39643
18298,6836.60081
18299,3748.46547
18300,7626.61733
18301,5018.45303
18302,5746.77703
18303,5291.89688
18304,7013.00281
18305,5791.45673
18306,6279.3385
18307,3182.69865
18308,5575.39447
18309,4476.81146
18310,4999.15621
18311,7761.15796
18312,5429.68161
18313,6325.26613
18314,6400.02221
18315,7604.31584
18316,3911.42225
18317,6335.29639
18318,8284.85461
18319,4694.60819
18320,7290.10652
18321,4888.50303
18322,6696.23571
18323,5637.9843
18324,7357.3589
18325,5439.4215
18326,7101.75783
18327,7793.44206
18328,8212.79289
18329,4789.59697
18330,5596.22636
18331,3626.36653
18332,7184.01384
18333,5126.99318
18334,7181.42522
18335,4813.45285
18336,7340.46077
18337,7222.00462
18338,5794.89185
18339,3139.43255
18340,5684.14351
18341,5996.07855
18342,5794.89185
18343,3471.19214
18344,7101.75783
18345,4278.76321
18346,6244.19576
18347,3983.09785
18348,6235.45278
18349,5971.39402
18350,6887.46649
18351,6862.90839
18352,7835.76779
18353,6010.76008
18354,4489.22384
18355,3998.05416
18356,5686.12196
18357,5746.77703
18358,5535.05665
18359,6799.72918
18360,3680.56025
18361,3519.43131
18362,4167.45124
18363,5548.12201
18364,6281.91711
18365,7219.76039
18366,5439.4215
18367,5649.03716
18368,7290.10652
18369,5347.71894
18370,5674.02852
18371,5837.21503
18372,8284.85461
18373,7270.31832
18374,5514.66748
18375,6986.80996
18376,4641.00151
18377,6808.26361
18378,5367.61826
18379,6852.97971
18380,6157.05484
18381,6412.47345
18382,6299.22636
18383,7174.6649
18384,6691.04322
18385,5200.57849
18386,5305.74363
18387,3822.98167
18388,6687.25926
18389,4745.46028
18390,6392.35667
18391,5837.21503
18392,4888.50303
18393,7198.42285
18394,5720.72316
18395,3049.39771
18396,4433.53697
18397,3680.56025
18398,4290.96488
18399,6182.75087
